lac-cid,lat,long 
10004-26671,23.1919,113.33571
9442-11825,0.0,0.0
9442-11826,0.0,0.0
10323-51892,23.297087,113.823055
10323-51891,23.296562,113.824316
42259-62983,0.0,0.0
42259-62981,0.0,0.0
10303-49414,23.467744,113.152264
9740-45925,0.0,0.0
9740-45924,22.960779,113.348509
9509-35287,23.11151,113.40438
10308-12367,0.0,0.0
9743-20424,0.0,0.0
9743-20425,0.0,0.0
9430-50572,0.0,0.0
9430-50573,0.0,0.0
9692-45757,0.0,0.0
42289-18853,23.5448,113.57104
42289-18852,23.5448,113.57104
42289-18851,23.5448,113.57104
10027-16846,0.0,0.0
42261-25568,23.43412,113.31115
42261-26032,23.37987,113.232959
42261-25567,23.43412,113.31115
42261-25566,23.43412,113.31115
10023-35967,0.0,0.0
10006-12774,0.0,0.0
10023-35968,23.131717,113.606945
42259-15901,0.0,0.0
10316-58558,23.12551,113.26503
42261-25557,23.48825,113.1705
9436-48715,23.11544,113.25158
9436-48714,23.11544,113.25158
9436-48716,23.11544,113.25158
9500-36841,23.09701,113.27233
42265-35903,23.125656,113.309168
42265-35901,23.125656,113.309168
9492-44405,23.113201,113.295416
42259-32921,23.162121,113.321107
42259-32922,23.162121,113.321107
9452-50467,23.11946,113.28076
10032-13484,22.681192,113.525468
9467-54668,23.12606,113.20946
9467-54669,23.12606,113.20946
9493-34984,23.12893,113.37712
9467-54667,23.12606,113.20946
10308-25807,0.0,0.0
10026-53297,23.21528,113.37761
10308-25801,23.286066,113.81554
9457-36743,0.0,0.0
10038-45601,0.0,0.0
9461-17153,0.0,0.0
10026-53298,23.21528,113.37761
10026-53299,23.21528,113.37761
9461-17152,0.0,0.0
10041-13099,23.19726,113.24832
10041-13098,23.19726,113.24832
10041-13097,23.19726,113.24832
10041-13096,23.19726,113.24832
9438-28892,23.09843,113.30392
9438-28893,23.09843,113.30392
42266-20596,23.06145,113.29619
9438-28891,23.09843,113.30392
9459-14063,23.13914,113.34164
9459-14062,23.13914,113.34164
9459-14061,23.13914,113.34164
42268-43751,22.82624,113.50237
9459-14064,23.13914,113.3442
10315-54522,23.14951,113.25007
9435-55838,23.200373,113.557185
10315-54521,23.14951,113.25007
10006-29147,0.0,0.0
10315-54524,23.14965,113.24922
42259-38071,23.158036,113.324819
9435-55837,0.0,0.0
42266-39681,23.108438,113.249633
10038-52207,23.14801,113.48512
42265-9202,23.15025,113.31813
10006-21338,23.397426,113.212287
10006-21339,23.400379,113.209185
10308-18469,0.0,0.0
10308-18468,0.0,0.0
10308-18465,0.0,0.0
10308-18464,0.0,0.0
10308-18467,0.0,0.0
10308-18466,23.276556,113.7139
42266-20042,23.07994,113.24197
42266-20043,23.07994,113.24197
42266-20041,23.07994,113.24197
42266-32812,23.1524,113.242467
42266-32811,23.1524,113.242467
42259-16346,0.0,0.0
42259-16347,0.0,0.0
9467-13331,23.11559,113.19963
10031-46154,0.0,0.0
42259-16348,0.0,0.0
9424-38454,23.10179,113.38033
9424-38455,23.10179,113.38033
9424-38456,23.10179,113.38033
9424-38451,0.0,0.0
9424-38452,0.0,0.0
9424-38453,0.0,0.0
10300-53687,0.0,0.0
9488-23298,23.13191,113.30508
42261-14616,23.49249,113.28914
42266-30411,0.0,0.0
42265-60463,23.12349,113.29729
9488-23291,23.13808,113.30377
9488-23292,23.13808,113.30377
9488-23293,23.13808,113.30377
9488-23294,23.13681,113.302
9423-26217,23.11918,113.30435
9488-23296,23.13681,113.302
9488-23297,23.13191,113.30508
9461-12092,22.962598,113.404711
10031-39344,22.750751,113.582066
42288-17513,0.0,0.0
42265-13913,23.13153,113.31943
9454-22301,23.09279,113.29099
10040-36974,23.27164,113.39743
10040-36975,23.27164,113.39743
9469-19167,23.092548,113.328293
9434-49651,22.953173,113.391064
42259-36331,23.13934,113.332312
9484-1027,23.11695,113.28119
10023-46312,0.0,0.0
9434-49653,22.951876,113.387666
10312-16694,23.127873,113.234707
42289-16403,23.55339,113.58852
42289-16401,23.55339,113.58852
10029-51639,23.11886,113.32321
10007-27074,23.449887,113.158846
10007-27075,0.0,0.0
10007-27076,23.446998,113.154793
9442-50729,0.0,0.0
42260-10393,23.23656,113.27792
42260-10392,23.23656,113.27792
42260-10391,23.23656,113.27792
9423-58084,0.0,0.0
10316-49382,23.12575,113.25878
10316-49381,23.12575,113.25878
42265-35631,0.0,0.0
10307-32287,0.0,0.0
10309-15807,0.0,0.0
10326-20877,23.003578,113.313485
10326-20879,23.00611,113.309152
42268-4941,22.90691,113.33941
42268-4942,22.90691,113.33941
42268-4943,22.90691,113.33941
10309-15809,0.0,0.0
10309-15808,22.786997,113.449846
10023-46311,0.0,0.0
10307-32289,23.499495,113.215111
9461-16757,23.002871,113.366099
42261-19463,23.36833,113.1559
42261-19462,23.36833,113.1559
42261-19461,23.36833,113.1559
9734-20737,23.15198,113.24662
9734-20738,23.15198,113.24662
9461-16758,0.0,0.0
9461-16759,0.0,0.0
42265-43851,23.135218,113.322868
10027-21093,0.0,0.0
10324-48695,23.5669,113.59532
10324-48694,23.5669,113.59532
10324-48696,23.5669,113.59532
10324-30581,23.58027,113.68138
42265-31811,23.107075,113.30986
42265-31812,23.107075,113.30986
9442-38994,0.0,0.0
42275-60881,0.0,0.0
10314-13633,23.06035,113.31088
9442-38996,0.0,0.0
42261-61271,23.36862,113.17723
42261-61273,23.36862,113.17723
42261-61272,23.36862,113.17723
10314-13631,23.06035,113.31088
9461-26983,0.0,0.0
42266-8161,23.16167,113.2461
42266-766,23.17031,113.24896
42266-14981,23.18437,113.2385
10321-18343,23.360047,113.246425
10321-18342,0.0,0.0
10321-18341,0.0,0.0
10304-50767,23.2366,113.23078
9739-51357,0.0,0.0
10304-50768,23.2366,113.23078
10304-50769,23.2366,113.23078
9482-26264,23.10582,113.26571
9482-26265,23.10582,113.26571
10043-45587,0.0,0.0
10007-37934,0.0,0.0
42259-19691,0.0,0.0
10313-32187,23.10518,113.24136
42266-57641,23.070149,113.303631
42266-6201,23.15529,113.2446
10328-58134,23.13695,113.29944
10302-49784,23.09094,113.52562
42268-25023,22.85307,113.45319
42268-25022,22.85307,113.45319
9467-10151,0.0,0.0
42289-9518,23.47571,113.58928
42260-6226,23.245467,113.349419
42266-2823,23.11833,113.23911
42266-2822,23.11833,113.23911
42289-9517,23.47571,113.58928
42289-9516,23.47571,113.58928
10325-45357,23.16444,113.37475
9495-38854,23.14063,113.32043
9495-38855,23.14063,113.32043
9480-17224,23.08767,113.34868
9480-17225,23.08767,113.34868
10325-45358,23.16444,113.37475
10325-45359,23.16444,113.37475
9431-36378,22.945945,113.399291
9432-41742,22.918745,113.37602
10317-39507,23.16656,113.24634
42288-22418,23.39314,113.60227
9445-23822,23.03672,113.33445
9445-23823,23.03672,113.33445
9445-23821,23.03672,113.33445
42259-57091,23.160965,113.411211
9483-41239,23.12022,113.41392
9483-41238,23.12022,113.41392
42268-25376,22.79216,113.39032
42288-22417,23.39314,113.60227
9439-31071,23.17664,113.25559
9483-41237,23.12022,113.41392
42288-22416,23.39314,113.60227
42266-10001,23.117723,113.276214
42266-10873,23.10616,113.24571
10021-15945,23.50084,113.44889
10021-15944,23.50084,113.44889
42261-49361,23.46197,113.410395
42266-6568,23.16844,113.25171
42266-6566,23.16844,113.25171
42266-6567,23.16844,113.25171
42265-46001,23.139423,113.282702
42263-11878,22.73485,113.48241
42263-11876,22.73485,113.48241
42263-11877,22.73485,113.48241
42266-4056,23.104,113.28067
9447-32995,0.0,0.0
10024-47668,0.0,0.0
10034-46949,23.12206,113.39948
10034-46948,23.12206,113.39948
10034-46947,23.12206,113.39948
10023-15735,23.124701,113.607522
10023-15736,23.125165,113.603814
9470-51161,23.14697,113.32073
10312-49287,23.13028,113.24499
10312-49284,0.0,0.0
10018-54209,23.386048,113.206906
10018-54208,23.385016,113.207132
10018-54207,23.387194,113.211051
10312-49288,23.13028,113.24499
10312-49289,23.13028,113.24499
9509-10417,23.11699,113.40698
9509-10418,23.11699,113.40698
9509-10419,23.11699,113.40698
10300-43652,23.035052,113.29649
10300-43653,0.0,0.0
10300-43651,0.0,0.0
10004-14549,23.19415,113.33156
10004-14548,23.19415,113.33156
10004-14545,23.19415,113.33156
10004-14544,23.19415,113.33156
10004-14547,23.19415,113.33156
10004-14546,23.19415,113.33156
42268-24862,22.92778,113.415
42268-24863,22.92778,113.415
42268-24861,22.92778,113.415
9457-11935,23.424482,113.418659
9486-33172,23.19498,113.25713
42267-11437,22.91531,113.32098
42266-46581,23.131548,113.260562
9486-33171,23.19498,113.25713
42267-11438,22.91531,113.32098
42266-43561,23.110865,113.23412
9506-48341,23.64119,113.63287
9459-14077,23.14472,113.33897
42261-62741,23.41287,113.34127
42261-62742,23.41287,113.34127
42261-62743,23.41287,113.34127
42265-3851,23.11737,113.40554
42265-3852,23.11737,113.40554
42265-3853,23.11737,113.40554
9475-13675,23.17353,113.45604
42266-41581,23.090984,113.268196
42268-4673,22.92868,113.3886
10315-54535,23.14519,113.24508
9454-58247,23.09525,113.28598
9475-13676,23.17353,113.45604
9464-41098,23.40294,113.46078
9464-41099,23.40294,113.46078
9739-24559,0.0,0.0
9739-24558,22.948626,113.34418
10310-21018,0.0,0.0
10310-21017,23.385725,113.174724
9739-24557,22.951864,113.343309
10310-21014,23.354815,113.189497
9464-41097,23.40294,113.46078
9692-51683,22.942133,113.369007
9692-51682,22.942924,113.36444
9692-51685,22.942471,113.360764
9472-28621,23.12461,113.31655
9692-51686,22.916098,113.352785
9692-51689,0.0,0.0
9462-31461,23.073441,113.271922
10034-33057,23.13805,113.41253
42259-27012,0.0,0.0
42259-27013,0.0,0.0
42259-27011,0.0,0.0
10320-12671,23.22019,113.26061
9475-33031,0.0,0.0
9745-41907,23.407048,113.251579
9739-58604,0.0,0.0
42266-34953,23.09276,113.293
9745-41908,23.402729,113.255445
9745-41909,23.401255,113.25107
9484-52439,0.0,0.0
42267-13146,22.89887,113.28731
42267-13147,22.89887,113.28731
42268-24131,22.82249,113.39669
42268-24132,22.82249,113.39669
42268-24133,22.82249,113.39669
42267-13148,22.89887,113.28731
10307-35538,23.473651,113.223763
42267-2402,23.01377,113.37117
42267-2403,23.01377,113.37117
42266-12333,23.11455,113.24238
42267-2401,23.01377,113.37117
42261-453,23.40798,113.25116
10308-18458,0.0,0.0
10308-18459,23.310821,113.703837
10038-56344,23.13011,113.51172
10038-56345,23.13011,113.51172
10038-56346,23.13011,113.51172
42261-451,23.40798,113.25116
9482-56634,0.0,0.0
9427-16168,0.0,0.0
9427-16167,0.0,0.0
42289-1306,23.643192,113.652277
42259-17693,0.0,0.0
42259-17692,0.0,0.0
42259-17691,0.0,0.0
9438-18103,23.10372,113.30022
9438-18102,23.10372,113.30022
9438-18101,23.10372,113.30022
9438-18106,23.10372,113.30022
9438-18105,23.10372,113.30022
9438-18104,23.10372,113.30022
10008-50664,23.222546,113.826835
10008-50665,0.0,0.0
42263-13807,22.84778,113.51195
42263-13806,22.84778,113.51195
42265-9522,23.12699,113.27005
42265-9523,23.12699,113.27005
42265-9521,23.12699,113.27005
9491-12027,23.103633,113.35494
10042-17098,23.13551,113.37264
10042-17099,23.13551,113.37264
10042-17094,23.13551,113.37264
10042-17095,23.13551,113.37264
10042-17096,23.13551,113.37264
10042-17097,23.13551,113.37264
10037-48025,0.0,0.0
10037-48024,23.411918,113.088156
10037-48026,0.0,0.0
42261-24412,23.42917,113.3958
42261-24413,23.42917,113.3958
42267-56071,22.99171,113.26493
42266-2761,23.11771,113.27379
10042-28531,23.1355,113.3777
42259-20373,0.0,0.0
10042-28533,23.1355,113.3777
10042-28532,23.1355,113.3777
10042-28534,23.1355,113.3777
10031-65499,0.0,0.0
42263-25552,22.96417,113.51583
10040-22375,23.30917,113.4325
10040-22374,23.30917,113.4325
10040-22373,23.31389,113.48166
10040-22372,23.31389,113.48166
10040-22371,23.31389,113.48166
9442-11647,0.0,0.0
9692-54484,22.932352,113.362794
9692-54485,0.0,0.0
9692-54486,0.0,0.0
9458-15458,23.0784,113.228804
9458-15459,23.0784,113.228804
42261-22373,23.41447,113.35017
42261-22372,23.41447,113.35017
42266-14193,23.10105,113.26497
42266-14192,23.10105,113.26497
42266-14191,23.10105,113.26497
9458-15454,23.070935,113.227689
9452-49953,23.12606,113.29695
9458-15457,23.0784,113.228804
10021-12217,23.58597,113.41597
9438-32039,23.10138,113.29786
9438-32038,23.10138,113.29786
9438-32037,23.10138,113.29786
9508-43874,23.12674,113.27331
10021-12218,23.58597,113.41597
10021-12219,23.58597,113.41597
9488-45537,0.0,0.0
42267-60722,23.06297,113.36343
42267-60723,23.06297,113.36343
9731-14954,23.21528,113.27862
42267-60721,23.06297,113.36343
42267-4931,22.9197,113.31696
42267-4932,22.9197,113.31696
9731-14959,23.21147,113.27898
9427-42841,0.0,0.0
42265-8693,0.0,0.0
42265-8692,0.0,0.0
42289-9658,23.51239,113.6515
10013-51057,23.2042,113.22674
42261-42761,23.38542,113.20511
10013-51058,23.2042,113.22674
10013-51059,23.2042,113.22674
42261-14457,23.45672,113.1216
42261-14456,23.45672,113.1216
42265-27691,23.109275,113.315898
42265-27692,23.109275,113.315898
42259-16636,0.0,0.0
42261-14458,23.45672,113.1216
10031-39337,22.750164,113.572904
10031-39334,22.758296,113.55701
10031-39333,0.0,0.0
10031-39332,0.0,0.0
10031-39331,22.756387,113.565377
9452-25766,23.1289,113.28108
9452-25765,23.1289,113.28108
9452-25764,23.1289,113.28108
42265-55771,23.137395,113.273253
10031-39338,22.745353,113.567233
42268-13352,22.9134,113.337
9450-26057,23.14709,113.26613
42268-13351,22.9134,113.337
42263-21081,22.95381,113.44609
42263-21082,22.95381,113.44609
42263-21083,22.95381,113.44609
42265-21442,23.12465,113.36162
42265-21441,23.12465,113.36162
9434-47847,22.959048,113.35674
10305-51988,23.26126,113.29454
10305-51989,23.26126,113.29454
42265-8742,0.0,0.0
10010-19110,23.08491,113.31974
42289-62661,23.61566,113.551
42260-6631,23.21447,113.3241
42289-62663,23.61566,113.551
42260-6633,23.21447,113.3241
42268-20251,0.0,0.0
42268-20253,0.0,0.0
9458-58371,0.0,0.0
42268-20252,0.0,0.0
42263-4332,22.79661,113.54634
42263-4333,22.79661,113.54634
42266-10762,23.11038,113.24015
42263-4331,22.79661,113.54634
42288-65471,23.280266,113.815298
42288-65472,23.280266,113.815298
10305-23053,23.25992,113.27378
10305-23052,23.25992,113.27378
42267-31001,22.98308,113.3616
42263-2273,22.68867,113.65865
42267-31002,22.98308,113.3616
10305-23051,23.25992,113.27378
42261-11733,23.3825,113.2564
9488-50404,0.0,0.0
42267-21871,23.05441,113.36839
10316-32651,23.1255,113.2557
42267-21872,23.05441,113.36839
9469-48871,0.0,0.0
9483-56396,23.10126,113.43838
9455-51709,0.0,0.0
42261-11732,23.3825,113.2564
9427-42846,0.0,0.0
9442-20082,0.0,0.0
9442-20083,23.058489,113.440846
9442-20081,0.0,0.0
9455-51708,0.0,0.0
9480-13321,23.102551,113.358935
10332-52931,22.913713,113.419406
42261-11731,23.3825,113.2564
42268-13828,22.94153,113.34533
42261-61072,23.45866,113.17078
42261-61071,23.45866,113.17078
9448-26744,23.27861,113.2367
9422-47315,23.18836,113.34632
9422-47314,23.18836,113.34632
42268-13826,22.94153,113.34533
42268-13827,22.94153,113.34533
42265-35712,0.0,0.0
42265-35711,0.0,0.0
9448-26746,23.27861,113.2367
9692-23055,0.0,0.0
10015-44287,0.0,0.0
42263-64491,22.74869,113.50039
42263-64492,22.74869,113.50039
42263-64493,22.74869,113.50039
9425-39395,23.18409,113.40781
9425-39394,23.18409,113.40781
10322-54801,0.0,0.0
42265-19357,23.10029,113.31445
9462-26034,23.069488,113.27906
42275-26613,23.37506,113.12742
42275-26612,23.37506,113.12742
10004-44636,23.18832,113.33154
10004-44634,23.18832,113.33154
10004-44635,23.18832,113.33154
9743-28747,23.284107,113.844106
9475-53039,0.0,0.0
10323-18557,23.318588,113.805631
9506-45017,23.60515,113.62581
42265-57191,0.0,0.0
10008-59027,0.0,0.0
10008-59028,0.0,0.0
10032-40809,0.0,0.0
42260-6998,23.23527,113.26931
10307-20173,0.0,0.0
10307-20172,0.0,0.0
9462-34961,23.08623,113.26472
9462-34967,23.08623,113.26472
9462-34964,23.08623,113.26472
42265-39551,23.104789,113.300995
9734-38667,23.15553,113.24857
10329-34278,23.15501,113.2673
10329-34275,23.16641,113.26195
10329-34274,23.16641,113.26195
10329-34277,23.15501,113.2673
10329-34276,23.16641,113.26195
10302-52375,23.086804,113.521109
10302-52374,0.0,0.0
10302-52376,23.085439,113.519448
42261-11243,23.39091,113.19971
42261-11242,23.39091,113.19971
42261-11241,23.39091,113.19971
42265-13023,23.13084,113.30478
42263-49991,22.775667,113.602047
9675-2977,0.0,0.0
9435-18436,23.202523,113.55408
9745-53981,0.0,0.0
9435-18434,0.0,0.0
9435-18432,0.0,0.0
9435-18433,23.208414,113.529134
9435-18431,23.21005,113.530449
42265-33401,23.1008,113.36182
42265-33402,23.1008,113.36182
42266-7763,23.05109,113.24323
42265-33404,23.1008,113.36182
42266-7761,23.05109,113.24323
9745-53982,0.0,0.0
10326-42611,22.971904,113.300047
9467-55701,23.11939,113.22787
9506-44866,23.64042,113.65085
9481-45565,23.1098,113.25582
9506-44864,23.64042,113.65085
9441-33611,23.059368,113.356703
9441-33612,0.0,0.0
10035-46214,23.226541,113.26898
10035-46211,23.225499,113.267074
10309-17687,22.784981,113.387194
10314-19107,23.091795,113.310994
10316-31634,23.12884,113.26139
10316-31635,23.128911,113.262221
10026-16101,23.24495,113.3422
9480-51881,23.100139,113.343181
9480-51882,23.100139,113.343181
9480-51883,23.100139,113.343181
42266-20947,23.09668,113.27088
42266-20946,23.09668,113.27088
42266-20943,23.07642,113.19341
42266-20942,23.07642,113.19341
42266-20941,23.07642,113.19341
42266-63461,23.11378,113.27409
10014-57624,23.13711,113.23449
10014-57625,23.13711,113.23449
9489-43187,23.12772,113.24719
10024-12556,0.0,0.0
10024-12554,23.403152,113.929234
9489-43188,23.127547,113.247566
42265-43542,23.127612,113.328752
42265-43541,23.127612,113.328752
42266-4526,0.0,0.0
9455-22544,22.961674,113.426298
42265-47251,23.136399,113.279537
9439-58314,0.0,0.0
9734-57534,0.0,0.0
9734-57535,0.0,0.0
9734-57531,0.0,0.0
9734-57532,0.0,0.0
9734-57533,23.153507,113.244312
42266-36141,23.133682,113.260767
9480-52286,23.099573,113.35641
9480-52285,23.100473,113.357213
42263-52601,22.945506,113.481977
42263-52602,22.945506,113.481977
10326-37998,23.000705,113.31841
9479-36951,23.1505,113.32748
42265-61902,23.11444,113.38454
42265-61901,23.11444,113.38454
10326-37999,23.00717,113.316773
42263-32851,22.78525,113.54411
10326-37997,23.007812,113.320875
9487-57895,0.0,0.0
10323-57674,0.0,0.0
10323-57675,0.0,0.0
9481-35051,23.103537,113.256873
9481-35052,23.103537,113.256873
9481-35053,0.0,0.0
42265-60052,23.10845,113.34073
42265-60051,23.10845,113.34073
9731-45717,23.21221,113.28861
9455-42521,0.0,0.0
9455-42523,0.0,0.0
9455-42522,0.0,0.0
9455-42525,0.0,0.0
9455-42524,0.0,0.0
9731-45718,23.21221,113.28861
9731-45719,23.21221,113.28861
9437-45591,0.0,0.0
10005-31691,23.101953,113.277822
42288-64473,23.392089,113.818728
42260-10452,23.24697,113.25324
42260-10453,23.24697,113.25324
9437-58257,0.0,0.0
10327-34917,23.15682,113.30125
10327-34914,23.15682,113.30125
42267-5511,23.0233,113.35685
42267-5512,23.0233,113.35685
10044-34002,23.53944,113.58056
10044-34003,23.53944,113.58056
10044-34001,23.53944,113.58056
9452-10646,0.0,0.0
10027-18418,23.176573,113.570862
10027-18419,23.182914,113.560281
9458-56624,0.0,0.0
42266-6962,23.13227,113.23931
42266-6963,23.13227,113.23931
42266-6961,23.13227,113.23931
9730-53649,0.0,0.0
10022-17801,0.0,0.0
9440-53744,0.0,0.0
9467-58957,0.0,0.0
9488-23481,23.13681,113.302
9488-23485,23.13681,113.302
9488-23484,23.13681,113.302
9488-23486,23.13681,113.302
42259-22551,23.18018,113.40661
42259-22552,23.18018,113.40661
42265-43792,23.118384,113.308584
42259-37871,23.144597,113.339217
9434-50469,22.958725,113.392028
42265-43793,23.118384,113.308584
10022-48747,0.0,0.0
9462-13844,23.085627,113.255785
9479-49067,0.0,0.0
9440-53746,0.0,0.0
42259-31431,0.0,0.0
10021-14474,0.0,0.0
9509-28387,23.11128,113.4093
9509-28386,23.11737,113.40553
9509-28385,23.11737,113.40553
9509-28384,23.11737,113.40553
9743-34339,0.0,0.0
9743-34338,0.0,0.0
9743-34337,0.0,0.0
10309-49462,22.805583,113.41044
10309-49463,0.0,0.0
10320-34719,23.21872,113.26052
10320-34718,23.21872,113.26052
10003-11325,0.0,0.0
10003-11324,0.0,0.0
10320-34717,23.21872,113.26052
42288-25673,23.36,113.82306
42288-25671,23.36,113.82306
9481-31757,23.1079,113.252504
42267-25602,23.01583,113.50972
42267-25603,23.01583,113.50972
42261-60951,23.45278,113.27131
42267-25601,23.01583,113.50972
42265-46491,23.142252,113.282383
10311-50186,23.08597,113.29607
10311-50187,23.08597,113.29607
10313-41014,23.11088,113.25489
10313-41015,23.11088,113.25489
42288-23788,23.47641,113.93097
9749-13351,23.10639,113.22851
9749-13352,23.10639,113.22851
9749-13353,23.10639,113.22851
10325-35089,23.16131,113.36274
10325-35088,23.16131,113.36274
10303-12155,23.468341,113.153181
9489-21601,23.12751,113.2511
10303-12156,0.0,0.0
10325-35087,23.16131,113.36274
10310-20114,23.370901,113.194662
9746-38691,23.16263,113.20521
9746-38693,23.16263,113.20521
9746-38692,23.16263,113.20521
10326-33127,0.0,0.0
42261-15358,23.45465,113.4419
10322-16209,23.30165,113.34819
10322-16208,23.30165,113.34819
10322-16207,23.30165,113.34819
10322-16206,23.30165,113.34819
42261-15357,23.45465,113.4419
10322-16204,23.30165,113.34819
42263-11248,22.9478,113.447
9452-27158,23.12616,113.28309
9452-27159,23.12616,113.28309
9452-27157,23.12617,113.28309
10321-30661,0.0,0.0
42259-24661,23.22622,113.41441
42259-24662,23.22622,113.41441
42259-24663,23.22622,113.41441
42288-24788,23.38391,113.84333
42288-24787,23.38391,113.84333
42288-24786,23.38391,113.84333
10015-45514,0.0,0.0
10010-10541,23.07835,113.34808
42265-13371,23.12745,113.27929
42265-13373,23.12745,113.27929
42265-13372,23.12745,113.27929
10317-39201,23.16439,113.24946
10317-39202,23.16439,113.24946
10317-39203,23.16439,113.24946
10309-63091,22.768725,113.384844
10041-19428,23.183,113.25704
10015-695,23.1265,113.537
10015-696,23.1265,113.537
10015-691,23.11764,113.54313
10015-692,23.11764,113.54313
10015-693,23.11764,113.54313
10315-31397,23.15319,113.25384
10041-19427,23.183,113.25704
9472-41187,0.0,0.0
10322-55632,23.30676,113.32537
10022-33854,23.065527,113.471489
10022-33855,0.0,0.0
10022-33856,23.056665,113.467487
10322-55631,23.30676,113.32537
9740-40567,0.0,0.0
9440-56101,23.27338,113.20724
9440-56102,23.27338,113.20724
9440-56103,23.27338,113.20724
42289-9498,23.58597,113.41597
42289-9496,23.58597,113.41597
42289-9497,23.58597,113.41597
9439-44781,0.0,0.0
10004-30424,23.18446,113.31601
42289-10278,23.54988,113.53846
42289-10277,23.54988,113.53846
42289-10276,23.54988,113.53846
42267-10081,23.04478,113.40166
42267-10082,23.04478,113.40166
42267-10083,23.04478,113.40166
10003-30694,23.22708,113.24684
10003-30695,23.22708,113.24684
10003-30696,23.22708,113.24684
9423-30714,23.12863,113.31158
9439-44785,23.17811,113.26201
9423-30711,23.10398,113.30769
10329-41744,23.14848,113.27104
42265-44901,23.119119,113.312851
10306-1071,23.018484,113.296689
9488-23299,23.13191,113.30508
10320-43783,23.22028,113.26063
10310-34694,0.0,0.0
10320-43781,23.22028,113.26063
9731-48297,23.20806,113.283907
9466-50266,23.17868,113.33924
9466-50265,23.17868,113.33924
9466-50264,23.17868,113.33924
42267-2222,23.05764,113.3555
42267-2223,23.05764,113.3555
42267-2221,23.05764,113.3555
42267-2226,23.01298,113.35389
42267-2227,23.01298,113.35389
42260-7527,23.25876,113.23181
42260-7526,23.25876,113.23181
9423-28691,23.12099,113.31426
42260-7528,23.25876,113.23181
10032-35819,22.694738,113.65757
10032-35818,0.0,0.0
42260-2091,23.19796,113.31615
42260-2092,23.19796,113.31615
42260-2093,23.19796,113.31615
10317-29801,23.16648,113.25549
10321-54574,0.0,0.0
10321-54577,23.336829,113.290594
10026-41821,0.0,0.0
10325-17496,23.16538,113.38988
42265-30073,23.10615,113.35277
10325-17495,23.16538,113.38988
10014-35587,23.14677,113.22965
42265-30072,23.10615,113.35277
42289-27903,23.63286,113.63694
42289-27902,23.63286,113.63694
42289-27901,23.63286,113.63694
10014-35588,23.14677,113.22965
42265-6413,23.14058,113.28139
42265-6412,23.14058,113.28139
42265-6411,23.14058,113.28139
10315-29744,23.15134,113.24997
10021-48354,23.54324,113.49603
42268-23742,22.88063,113.42336
42259-632,23.16238,113.34212
42259-631,23.16238,113.34212
42268-23741,22.88063,113.42336
9481-28122,23.089764,113.258379
9481-28123,23.089764,113.258379
9481-28121,23.089764,113.258379
9423-37871,23.106724,113.305235
9423-37872,23.106724,113.305235
10023-13686,23.125224,113.595228
10023-13684,23.126323,113.599387
10023-13685,23.12478,113.599012
10034-42271,23.13768,113.40245
10040-22510,23.18443,113.5175
9489-50208,23.12583,113.25149
9489-50209,23.12583,113.25149
10031-49791,22.802712,113.546803
42259-61942,0.0,0.0
42259-61943,0.0,0.0
42259-61941,0.0,0.0
9748-48116,23.62229,113.4781
10023-39468,0.0,0.0
42267-49972,23.01216,113.364335
10032-10144,0.0,0.0
42267-49971,23.01216,113.364335
10027-55851,0.0,0.0
9442-42483,0.0,0.0
10027-55853,0.0,0.0
42260-8013,23.19727,113.24839
10325-10264,23.170722,113.392768
10325-10265,23.171184,113.392982
42265-10943,23.08817,113.36744
42265-10942,23.08817,113.36744
42265-10941,23.08817,113.36744
9734-50451,23.15283,113.24745
10315-16564,0.0,0.0
42265-45743,23.125051,113.327656
42265-45742,23.125051,113.327656
42265-45741,23.125051,113.327656
42265-11091,23.10271,113.35723
42265-45744,23.125051,113.327656
9425-52064,0.0,0.0
9425-52065,0.0,0.0
9425-52066,0.0,0.0
9425-52067,0.0,0.0
9425-52061,0.0,0.0
10035-12384,23.23661,113.24964
10018-48337,0.0,0.0
10041-35612,23.18957,113.26062
10302-65423,23.06874,113.5261
10035-18122,23.23208,113.26437
10035-18121,23.23208,113.26437
10302-65427,23.0581,113.52059
10302-65426,23.06874,113.5261
10302-65425,23.06874,113.5261
10302-65424,23.06874,113.5261
9435-50781,0.0,0.0
10302-65429,23.0581,113.52059
10302-65428,23.0581,113.52059
42259-5756,0.0,0.0
42259-5757,0.0,0.0
10328-49357,23.13788,113.29648
10038-59741,23.155944,113.505174
10038-59743,23.163651,113.499257
10038-59742,23.156711,113.497424
10312-37922,23.126498,113.241755
42260-7677,0.0,0.0
10312-37921,23.126498,113.241755
10327-52262,23.15457,113.30586
10327-52263,23.15457,113.30586
9454-31737,23.09318,113.29314
9489-50974,0.0,0.0
42265-48211,23.12498,113.27471
9425-10644,0.0,0.0
10007-20444,23.443796,113.176342
10007-20445,0.0,0.0
10007-20446,0.0,0.0
9481-33522,23.089764,113.258379
9481-33523,23.089764,113.258379
42265-12543,0.0,0.0
9481-33521,23.089764,113.258379
9437-52453,23.14222,113.2558
9457-49469,0.0,0.0
9457-49468,23.384301,113.425868
9457-49467,0.0,0.0
42267-33933,23.07466,113.40571
42267-33932,23.07466,113.40571
42267-33931,23.07466,113.40571
10320-36064,23.21964,113.26424
10323-27044,23.30558,113.80885
42259-55121,23.190345,113.438918
